id,lat,long,misc
2898,-32.17833333,26.65388889,IMROG                    
2899,-20.835,37.28833333,IMRON                    
2900,-25.01861111,15.31944444,IMRUG                    
2901,31.54972222,29.56277778,IMRUT                    
2902,-22.42666667,34.76166667,IMSAS                    
2903,-6.171666667,37.67972222,IMSAT                    
2904,-2.023055556,29.93805556,IMSEP                    
2905,1.037222222,51.23638889,IMSES                    
2906,-27.99583333,24.96694444,IMSIR                    
2907,-4.250277778,39.47361111,IMSIS                    
2908,-22.43944444,16.57194444,IMSOK                    
2909,-33.93416667,18.00861111,IMSOM                    
2910,-17.31694444,37.32694444,IMSOP                    
2911,-22.93916667,25.63277778,IMSUK                    
2912,14.34666667,31.375,IMSUT                    
2913,-16.55,34.11333333,IMTAB                    
2914,-24.71333333,33.41833333,IMTAG                    
2915,17.1025,34.39194444,IMTAR                    
2916,1.3375,55.29638889,IMTIP                    
2917,11.41833333,50.48277778,IMTIS                    
2918,-23.7275,35.31111111,IMTON                    
2919,-9.440555556,15.96194444,IMTOP                    
2920,6.778055556,34.85055556,IMTOR                    
2921,-18.30638889,30.06583333,IMTUK                    
2922,-7.071388889,39.05361111,IMVAL                    
2923,11.44388889,44.63138889,IMVEB                    
2924,-17.41833333,25.40833333,IMVES                    
2925,10.81888889,55,IMVES                    
2926,-19.32888889,33.41333333,IMVET                    
2927,-15.18361111,16.59722222,IMVEX                    
2928,0.8122222222,33.21333333,IMVIP                    
2929,-23.89916667,35.52972222,IN601                    
2930,-5.440555556,24.06,INADO                    
2931,1.77,29.79166667,INADU                    
2932,3.686666667,-3,INAKA                    
2933,-4.784722222,14.42333333,INALO                    
2934,19.13333333,4.166666667,INAMA                    
2935,16.05333333,-15.37388889,INAPA                    
2936,37.53055556,10.95833333,INDOR                    
2937,18.56305556,-16.12472222,INEDI                    
2938,10.21944444,-9.999166667,INEGA                    
2939,12.03333333,-1.238055556,INEGO                    
2940,7.612777778,17.08972222,INEKU                    
2941,16.68444444,11.5,INENO                    
2942,16.25,2.038611111,INEPA                    
2943,6.150277778,13.72472222,INEVA                    
2944,8,12.28611111,INIGO                    
2945,0.3175,25.57194444,INILA                    
2946,7.225277778,13.56361111,ININA                    
2947,13.33194444,-18.42777778,INIRO                    
2948,17.44388889,11.5,INISA                    
2949,3.76,10.81666667,INODO                    
2950,2.286944444,14.29833333,INOKA                    
2951,-3.060277778,15.71333333,INONI                    
2952,1.718888889,6.005,INOSA                    
2953,7.416666667,-9.908611111,INOVO                    
2954,10.37805556,-5.530277778,INPOS                    
2955,33.06444444,10.19305556,INSAT                    
2956,0.1916666667,20.51666667,INT01                    
2957,0.2183333333,20.94166667,INT02                    
2958,-7.179166667,18.52083333,INUGA                    
2959,-0.04166666667,19.11,INUVA                    
2960,-12,27.05,INUXI                    
2961,2.308333333,4.4,INVOR                    
2962,11.32611111,-3.928611111,IPALA                    
2963,-2.698611111,13.3375,IPAMU                    
2964,6.552222222,21,IPANI                    
2965,2.166666667,23.38333333,IPAPI                    
2966,7.194444444,21.73666667,IPARA                    
2967,0.6783333333,-7.333333333,IPEKA                    
2968,9.400277778,-13.22277778,IPELO                    
2969,-4.528333333,15.62,IPENA                    
2970,4.682222222,-2.716666667,IPEPU                    
2971,20.365,-20.7,IPERA                    
2972,-2.6,10.17888889,IPETO                    
2973,7.286388889,22.74777778,IPIRO                    
2974,33.98138889,-5.738055556,IPLOS                    
2975,22.46666667,-1.05,IPOBA                    
2976,3.46,29.57666667,IPOLI                    
2977,20,-8.498055556,IPONA                    
2978,15.11111111,22.41,IPONO                    
2979,9.505555556,0.2977777778,IPORI                    
2980,1.2075,7.409444444,IPOTA                    
2981,2.661944444,8.626111111,IPOVO                    
2982,5.124444444,7.102777778,IPUKA                    
2983,-1.985,28.42,IPULI                    
2984,9.925833333,6.349166667,IPUPU                    
2985,13.54972222,3.446944444,IPUTA                    
2986,9.543611111,22.33861111,IRAGA                    
2987,12.68333333,-13.65166667,IRALO                    
2988,3.574166667,10.01916667,IRANA                    
2989,5.189166667,5.297777778,IRAPO                    
2990,-3.266666667,28.685,IRASA                    
2991,6.86,-27.62166667,IRAVU                    
2992,17.71833333,-24.30333333,IREDO                    
2993,14,-37.43333333,IRELA                    
2994,12.02555556,8.653055556,IRMON                    
2995,6.994722222,7.599166667,IRNAG                    
2996,12.205,1.818333333,IRNIS                    
2997,11.65666667,9.072222222,IRNIV                    
2998,9.844444444,7.253333333,IRNUL                    
2999,4.454444444,7.915555556,IRSOX                    
3000,8.255,-0.6183333333,IRVIK                    
3001,0.6794444444,25.22694444,ISBAR                    
3002,2.086666667,26.84333333,ISBEM                    
3003,6.066944444,6.813888889,ISBUD                    
3004,10.03027778,15.24027778,ISDET                    
3005,7.003611111,7.742222222,ISDIL                    
3006,3.378333333,21.98,ISDIM                    
3007,-2.253333333,24.015,ISDOP                    
3008,11.36666667,9.471111111,ISGAT                    
3009,28.14277778,-15.295,ISLET                    
3010,22.08111111,-19.59,ISOKA                    
3011,28.62694444,-15.23611111,ISORU                    
3012,-9.271944444,33.47944444,ITBEX                    
3013,-34.04138889,23.99555556,ITBON                    
3014,-1.725555556,32.63638889,ITBOS                    
3015,-31.71666667,10,ITGAD                    
3016,12.86916667,28.21222222,ITGAL                    
3017,12.76638889,38.68277778,ITGEV                    
3018,14.29194444,36.51277778,ITGEV                    
3019,-32.93333333,-10,ITGIV                    
3020,-6.171111111,38.48861111,ITGOP                    
3021,-4.144722222,39.52833333,ITGOT                    
3022,-7.891666667,19.83333333,ITKAM                    
3023,-10.84666667,31.97666667,ITKAN                    
3024,-12.82166667,37.25166667,ITKED                    
3025,-33.36027778,26.16388889,ITKIT                    
3026,-28.06138889,18.61111111,ITKOT                    
3027,-7.543611111,37.65055556,ITLAN                    
3028,10.00388889,47.805,ITLAP                    
3029,-35.26666667,14.99916667,ITLIK                    
3030,-12.16666667,25.10333333,ITLOR                    
3031,-1.171944444,45.02583333,ITLOX                    
3032,-2.0025,42.58416667,ITMAR                    
3033,-34.2,15,ITMEK                    
3034,-3.553055556,35.93027778,ITMEN                    
3035,-29.03083333,31.81055556,ITMIL                    
3036,-5.835,15.57166667,ITNEL                    
3037,-7.071944444,39.34777778,ITNIM                    
3038,-5.3725,35.84444444,ITNOV                    
3039,-28.24277778,17.88916667,ITNOX                    
3040,-5.044444444,33.00888889,ITOBO                    
3041,10.35916667,32.35222222,ITOMO                    
3042,-29.36416667,31.60194444,ITORI                    
3043,10.40027778,31.65222222,ITOXA                    
3044,-12.20444444,5,ITPIK                    
3045,8.735,38.16416667,ITPOG                    
3046,1.905277778,50.51083333,ITPOK                    
3047,-25.03527778,27.43472222,ITROL                    
3048,-2.398611111,32.71166667,ITROM                    
3049,-15.61666667,33.65166667,ITRON                    
3050,-5.052222222,36.30194444,ITSEV                    
3051,-4.482222222,35.95555556,ITSOK                    
3052,-27.995,28.19333333,ITSOP                    
3053,16.12166667,-22.13333333,ITSOS                    
3054,32.925,15.105,IVAKI                    
3055,7.867777778,7.185555556,IVBUV                    
3056,33.57333333,-4.895833333,IVDAK                    
3057,0.3058333333,22.37166667,IVDIG                    
3058,10.56666667,7.158333333,IVDUS                    
3059,-11.28333333,26.83333333,IVGOK                    
3060,4.469166667,7.833333333,IVGOL                    
3061,0.3661111111,24.51583333,IVKIK                    
3062,7.422777778,5.380277778,IVLIM                    
3063,2.308055556,4.399166667,IVNOR                    
3064,0.4366666667,25.54527778,IVNUG                    
3065,13.83472222,26.12416667,IVOSA                    
3066,25.91166667,34.13916667,IVOTI                    
3067,28.30138889,33.99277778,IVUTA                    
3068,-0.6211111111,9.852777778,IWONA                    
3069,-20.13416667,60.31027778,IXABI                    
3070,-22.35,23.02972222,IXABO                    
3071,12.45305556,37.62555556,IXADA                    
3072,-19.91138889,45.14611111,IXAGU                    
3073,-31.375,26.97944444,IXAKU                    
3074,-14.08,31.73333333,IXALU                    
3075,-16.84638889,52.34916667,IXAMO                    
3076,-1.569166667,34.24388889,IXAPA                    
3077,-27.97416667,28.89444444,IXARA                    
3078,-18.37944444,48.69694444,IXARI                    
3079,-15.37333333,25.94694444,IXATA                    
3080,-17.88277778,49.96388889,IXAVA                    
3081,-31.96472222,26.34638889,IXEBI                    
3082,-12.12111111,51.41,IXEBU                    
3083,-19.55166667,36.73,IXEDA                    
3084,-28.51194444,27.67666667,IXEKI                    
3085,-14.92388889,13.60083333,IXELO                    
3086,-20,40,IXEMA                    
3087,-18.33138889,28.54333333,IXEMI                    
3088,-19.28694444,50.10833333,IXENI                    
3089,-19.65583333,13.54666667,IXEPA                    
3090,-14.8675,45.70194444,IXESA                    
3091,-26.51055556,31.33305556,IXESU                    
3092,-6.353333333,18.47388889,IXETA                    
3093,35.4975,-2.823055556,IXIRI                    
3094,34.69277778,-2.103888889,IXOBA                    
3095,34.95888889,-5.548333333,IXODA                    
3096,31.4525,13.01055556,MIZDA                    
3097,-17.87666667,15.74444444,JAKAL                    
3098,36.91305556,10.67027778,JAMOR                    
3099,-5,73.28333333,JASON                    
3100,34.19666667,11.10916667,JBA043/25                
3101,12.92222222,29.23027778,JEBRA                    
3102,34.295,8.562777778,JEDLA                    
3103,-22.24472222,17.44083333,JOWEE                    
3104,-25.73,31.95833333,JSFQ                     
3105,-26.81333333,28.36166667,JSV40                    
3106,-2.191944444,26.11277778,K1450                    
3107,-3.526666667,25.47138889,K1451                    
3108,-3.418333333,25.35333333,K1452                    
3109,-3.423611111,26.4725,K1453                    
3110,-15.84583333,65,KABDO                    
3111,3.999722222,32.35833333,KABLA                    
3112,6.5,11.34972222,KABRI                    
3113,34.96611111,10.70472222,KADRA                    
3114,8.733333333,23.51666667,KAFIA                    
3115,34.09805556,4.025833333,KAHIL                    
3116,-8.871666667,75,KALBI                    
3117,36.07666667,10.13333333,KALIF                    
3118,31.55,16,KALIJ                    
3119,8.783888889,38.65944444,KALTY                    
3120,1.620555556,35.85083333,KAMAS                    
3121,32.4575,26.89166667,KANAR                    
3122,-10,61.8225,KANDA                    
3123,-7.476666667,20.75194444,KANDA                    
3124,25.77027778,18.48444444,KANIR                    
3125,-5.9,22.45,KANANGA                  
3126,-12.45,70,KANSA                    
3127,10.82138889,25.86666667,KAPIB                    
3128,-14,28.55,KAPIRI                   
3129,29.28333333,32.60166667,KAPIT                    
3130,-5.842777778,19.53083333,KAPNA                    
3131,-13.96666667,28.56666667,KAPIRI                   
3132,-17.47194444,55.56638889,KARAT                    
3133,15.31055556,31.55222222,KAREP                    
3134,29.4425,34.76138889,KARIK                    
3135,-2.198055556,29.26583333,KAROS                    
3136,27.59,21.25666667,KARUB                    
3137,13.72944444,30.70916667,KASAB                    
3138,29.98638889,-15.76861111,KASAS                    
3139,-8.220277778,38.17888889,KASIM                    
3140,11.88,43.59611111,KASOL                    
3141,29.41694444,29.085,KATAB                    
3142,-17.74333333,33.00666667,KATAK                    
3143,-4.276666667,52.37111111,KATEB                    
3144,32.11694444,28.41,KATEX                    
3145,-9.608888889,70,KATHY                    
3146,-33.48861111,22.64277778,KATOR                    
3147,-15.53833333,33.97,KAVAL                    
3148,30,13.99944444,KAVEN                    
3149,32.95,14.93416667,KAVOX                    
3150,37.99305556,8.321388889,KAWKA                    
3151,27.44694444,31.07833333,KAXAR                    
3152,34.25222222,10.55138889,KBIRA                    
3153,-4.436666667,15.36333333,KD1                      
3154,-4.463333333,15.32166667,KD2                      
3155,-4.456111111,15.33361111,KD3                      
3156,-4.505277778,15.25611111,KD4                      
3157,-4.268333333,15.63333333,KE1                      
3158,-4.297777778,15.57944444,KE2                      
3159,-27.5,18.3,KEBAT                    
3160,31.29861111,5,KEBRI                    
3161,-26.06222222,43.5,KEDOM                    
3162,5.770277778,-0.09916666667,KEDOS                    
3163,5.046388889,-1.688333333,KEDOV                    
3164,30.44111111,-8.921666667,KEGAG                    
3165,12.56222222,18.94666667,KEGAS                    
3166,17.88916667,-16.0075,KEKAS                    
3167,9.794722222,22.24444444,KEKAV                    
3168,-18.45222222,47.22666667,KEKIN                    
3169,-3.652222222,11.60166667,KEKIR                    
3170,34.13972222,-5.114722222,KEKIV                    
3171,6.034166667,20.40805556,KEKOL                    
3172,2.133055556,9.8275,KEKOP                    
3173,0.02722222222,22.42527778,KELAB                    
3174,12.08833333,14.63277778,KELAK                    
3175,5.806666667,39.88833333,KELEM                    
3176,7.863055556,2.356944444,KELEX                    
3177,7.741111111,4.423333333,KELIG                    
3178,9.77,-13.2375,KELIS                    
3179,-26.53722222,18.11361111,KELKY                    
3180,4.845555556,-1.313055556,KELOB                    
3181,14.46222222,14.95527778,KELOT                    
3182,3.546944444,11.51194444,KELOV                    
3183,16.64333333,-14.40666667,KEMAS                    
3184,-4.881666667,14.17166667,KEMER                    
3185,28.66194444,-13.97388889,KEMEV                    
3186,31.01444444,-9.72,KEMEX                    
3187,36.8375,9.420833333,KEMIR                    
3188,6.233333333,-0.9580555556,KEMOK                    
3189,5.431388889,12.09583333,KEMOX                    
3190,25.025,-13.87555556,KEMUL                    
3191,-11.74944444,43.63666667,KENEK                    
3192,-0.8144444444,12.89472222,KENEX                    
3193,-8.58,29.66166667,KENOT                    
3194,14.78,-28.49333333,KENOX                    
3195,0.5716666667,16.34555556,KENUK                    
3196,7.546388889,-5.159444444,KENUT                    
3197,13.79527778,-9.666666667,KEPEG                    
3198,14.71361111,5.151666667,KEPEL                    
3199,-15.45,30.38333333,KEPOK                    
3200,-18.75361111,47.75777778,KEPOS                    
3201,27.36805556,18.46944444,KEPOS                    
3202,22.05611111,-2.116111111,KERAP                    
3203,3.878611111,9.970277778,KEREM                    
3204,12.5475,-1.483888889,KEROT                    
3205,9.080833333,39.15277778,KERSA                    
3206,32.575,9.8725,KESIB                    
3207,18.15777778,-24.92027778,KESIK                    
3208,0.13,41.00166667,KESOM                    
3209,3.646944444,8.506666667,KETAR                    
3210,18.09138889,-15.94805556,KETAS                    
3211,6.068333333,1,KETAT                    
3212,2.676666667,16.29777778,KETEN                    
3213,8.773333333,0.5,KETEV                    
3214,4.815277778,-0.8527777778,KEVTO                    
3215,-0.04305555556,25.98666667,KG050                    
3216,1.107222222,24.78527778,KG051                    
3217,1.023055556,24.70388889,KG052                    
3218,-0.3188888889,25.1,KG150                    
3219,0.8166666667,24.57666667,KGO53                    
3220,25.49222222,30.45861111,KHG08 WAS AVI20          
3221,25.33583333,30.51333333,KHG09 WAS KHG08          
3222,25.62805556,30.63916667,PSN                      
3223,25.955,29.00166667,PSN                      
3224,32.67333333,13.98666667,KHOMS                    
3225,5.034166667,16.96305556,KIBLO                    
3226,-5.995,26.46166667,KIBRO                    
3227,10.90638889,8.098055556,KIBTA                    
3228,4,-2.544444444,KIDNI                    
3229,-0.3147222222,35.65666667,KIDUM                    
3230,5.330555556,10.4875,KIDVA                    
3231,16.62222222,-11.40277778,KIFFA                    
3232,9.481111111,3.512222222,KIGRA                    
3233,8.783611111,7.208333333,KIGSO                    
3234,2.961666667,-7.388333333,KIKBO                    
3235,-9.620277778,18.57055556,KILBI                    
3236,13.26138889,3.441388889,KILDA                    
3237,20.75444444,19.96861111,KILDO                    
3238,-2.658611111,26.60416667,KILGA                    
3239,6.673611111,-1.426666667,KILGI                    
3240,15.46666667,-19.40416667,KILGO                    
3241,14.01416667,-0.4266666667,KILKO                    
3242,-4.466666667,24.77,KILKU                    
3243,9.461666667,0.9916666667,KILMO                    
3244,16,10.01666667,KIMBO                    
3245,-9.397777778,14.47555556,KIMBU                    
3246,1.130555556,35.52833333,KIMET                    
3247,15.30111111,-11.80861111,KIMGA                    
3248,9.666666667,-11.8,KIMKA                    
3249,1.921666667,29.47305556,KIMKO                    
3250,-10.74277778,42.43555556,KINAN                    
3251,4,3.037777778,KINBU                    
3252,1.583333333,9.711666667,KINDA                    
3253,26.77305556,31.39888889,KINIM                    
3254,-20.99055556,60.26472222,KINIX                    
3255,-4.616666667,16.55,KINKO                    
3256,9.570555556,30.19694444,KINOV                    
3257,14.94722222,20.28333333,KINTU                    
3258,6.218333333,2.75,KIPSA                    
3259,34.40611111,9.920277778,KIRAS                    
3260,12.4,16.37833333,KIRBO                    
3261,-4.101111111,15.63583333,KIRGA                    
3262,-1.45,19.01666667,KIRI                     
3263,37.02305556,1.5,KIRLA                    
3264,10.7,-14.53333333,KIRTI                    
3265,0,-7,KIRVU                    
3266,-7.813611111,44.00083333,KISAK                    
3267,10.30305556,23.42388889,KISAL                    
3268,19.5,-16.49166667,KISBA                    
3269,3.703055556,17.31694444,KISDU                    
3270,-8.174722222,40.26694444,KISIR                    
3271,4,4.518333333,KISMI                    
3272,10.16527778,31.06638889,KISOV                    
3273,7.921666667,25.115,KITEK                    
3274,-15,59.9,KITEL                    
3275,3.2,23.23333333,KITMI                    
3276,15.36,22.98,KITOB                    
3277,29.03472222,34.84722222,KITOT                    
3278,9.535833333,21.64833333,KITRA                    
3279,-7.233888889,19.86333333,KIVDO                    
3280,25.65,33.12111111,KIVIK                    
3281,5.468333333,0.5108333333,KIVPI                    
3282,-2.616666667,29.26666667,KIVUR                    
3283,-17.76472222,23.99972222,KM09A                    
3284,-17.68222222,23.87888889,KM09B                    
3285,-28.79083333,24.765,KM1DR                    
3286,-17.58527778,24.47472222,KM27E                    
3287,-17.70111111,24.38916667,KM27G                    
3288,-28.73222222,24.76472222,KM361                    
3289,-28.55527778,25.29083333,KM362                    
3290,-5.375,28.68722222,KM451                    
3291,-5.127222222,29.15972222,KM452                    
3292,-6.329166667,28.64833333,KMI45                    
3293,-4.466666667,29.3,KMI84                    
3294,-28.97277778,24.93694444,ABM KIMBERLEY            
3295,-15,53.87166667,KOBAR                    
3296,17.07444444,40.34138889,KOBAS                    
3297,-9.417222222,41.31083333,KOBEL                    
3298,13.80055556,20.72444444,KOBLA                    
3299,2.198333333,-7.375,KOBLI                    
3300,9.661944444,-7.399166667,KOBLO                    
3301,8.370833333,-2.524166667,KOBNA                    
3302,-16.42805556,32.105,KOBOD                    
3303,-33.14444444,18.75555556,KODES                    
3304,-7.753888889,12.4675,KODOR                    
3305,1.203333333,-26.21666667,KODOS                    
3306,7.191111111,12.65583333,KODOV                    
3307,-24.54583333,26.1675,KOFTA                    
3308,8.216111111,37.34472222,KOFTA                    
3309,4.024444444,14.04111111,KOGAN                    
3310,10.95444444,-3.956111111,KOGAR                    
3311,-6.535277778,41.9175,KOGUT                    
3312,-26.43194444,15.48583333,KOICH                    
3313,4.490555556,9.5675,KOKAM                    
3314,12.41,-3.100555556,KOKAN                    
3315,-11.765,25.21527778,KOKEN                    
3316,12.35166667,12.98527778,KOKIK                    
3317,4.957777778,-6.673611111,KOKUT                    
3318,-4.485,15.64166667,KOLEL                    
3319,10.66666667,-11.55,KOLIP                    
3320,-1.170555556,15.49333333,KOLOK                    
3321,12.74666667,-14.46722222,KOMAB                    
3322,18.49361111,-15.74638889,KOMIR                    
3323,12.43333333,-15.91666667,KOMOR                    
3324,18,-10.27972222,KONAD                    
3325,31.30083333,-15.30166667,KONBA                    
3326,27.74472222,-15.80666667,KONDA                    
3327,7.756666667,6.595,KONEB                    
3328,5.666944444,-3.856666667,KONET                    
3329,14.5,38.9,KONET                    
3330,9.421944444,-5.359722222,KONOR                    
3331,7.045833333,-7.598888889,KOPOS                    
3332,-0.7233333333,10.89027778,KOPOV                    
3333,-26.70611111,15.36388889,KOPOW                    
3334,1.508888889,6.583333333,KOPOX                    
3335,0.4302777778,8.083333333,KOPUB                    
3336,28.13972222,-14.50777778,KOPUD                    
3337,29.73138889,-12.57833333,KORAL                    
3338,16.40833333,-17.36,KORAN                    
3339,1.181666667,19.005,KORAS                    
3340,9.661944444,-7.399166667,KOREN                    
3341,4.596666667,17.20833333,KORIL                    
3342,35.83333333,-7.416666667,KORNO                    
3343,0,-5,KOROB                    
3344,13.34972222,10.6325,KORUT                    
3345,13.52305556,7.321944444,KOSAB                    
3346,18.52722222,-15.98083333,KOSAP                    
3347,28.58666667,-14.21333333,KOSIB                    
3348,14.64027778,-7,KOSIL                    
3349,-6.545,17.33166667,KOSOK                    
3350,7.526666667,-3.564166667,KOSOL                    
3351,14.93472222,-3.122222222,KOSOM                    
3352,14.19194444,12.45777778,KOSUT                    
3353,33.1525,-7.271944444,KOTAG                    
3354,35.84611111,10.10055556,KOTOB                    
3355,33.76666667,7.55,KRIMA                    
3356,28.5,2.636944444,KSOUR                    
3357,-26.73083333,18.1475,KT04A                    
3358,-26.78833333,18.0325,KT04B                    
3359,-26.685,17.96861111,KT04C                    
3360,-26.34666667,18.07583333,KT22D                    
3361,-26.28916667,18.19055556,KT22E                    
3362,-26.3925,18.25444444,KT22G                    
3363,34.26111111,-12.91166667,KUBIL                    
3364,-10.84194444,27.61527778,KUBUV                    
3365,31.80833333,-7.671666667,KUDAX                    
3366,-18.02888889,15.81666667,KUDOO                    
3367,33.36972222,-7.123333333,KULAM                    
3368,-20.93638889,27.68527778,KULBU                    
3369,33.71388889,28.75,KUMBI                    
3370,25.4625,30.68666667,KUNAK                    
3371,8.655555556,31.63861111,KUNDI                    
3372,29.12388889,29.33027778,KUNKI                    
3373,13.79888889,24.94694444,KUPAP                    
3374,11.03416667,22.93694444,KURAM                    
3375,35.82527778,11,KURAT                    
3376,-21.95,31.76666667,KURLA                    
3377,-16.75,26.96666667,KURMA                    
3378,18.665,31.375,KURTI                    
3379,26.79666667,33.60472222,KUSAT                    
3380,-13.42166667,34.86666667,KUSKI                    
3381,6.687222222,46.66722222,KUSUB                    
3382,3.836944444,6.143333333,KUSVA                    
3383,-23.60194444,26.31611111,KUTLA                    
3384,8.068888889,34.28444444,KUTOP                    
3385,29,-9.260833333,KUVEL                    
3386,16.53111111,32.84027778,KUVTI                    
3387,10.95083333,7.583333333,KYSYL                    
3388,-2.531666667,29.28194444,LABAG                    
3389,-1.0025,33.45861111,LABAT                    
3390,31.72416667,16.48194444,LABAX                    
3391,36.82722222,8.975,LABIP                    
3392,10.55833333,37.92944444,LABLA                    
3393,-15.96,34.10833333,LABLO                    
3394,32.33222222,30.27,LABNA                    
3395,-13.66666667,32.8,LABON                    
3396,37.27472222,1.123888889,LABRO                    
3397,33.13583333,-6.849722222,LACAJ                    
3398,18.895,38.085,LADEN                    
3399,-14.48888889,30.44444444,LAGNA                    
3400,5.290555556,31.60555556,LAGPI                    
3401,25.3625,19.73833333,LAGSI                    
3402,34.18722222,-7.738333333,LAKAM                    
3403,-20.77916667,55.55972222,LAKAZ                    
3404,11.04,42.16083333,LAKBE                    
3405,-22.58972222,48,LAKRA                    
3406,32.63333333,32.08333333,LAKTO                    
3407,18.43361111,29.09666667,LAMAB                    
3408,35.78583333,-5.487222222,LAMAD                    
3409,31.83583333,-8.393611111,LANBA                    
3410,34.16888889,-8.453333333,LAPNO                    
3411,31.11527778,-6.465,LARAP                    
3412,36.22305556,10.52916667,LARBI                    
3413,-11.09416667,27.60611111,LARUV                    
3414,28.87166667,-14.83416667,LARYS                    
3415,28.81888889,19.62666667,LEBKO                    
3416,-14.20055556,65,LEBOB                    
3417,33.36416667,-4.826666667,LEGTI                    
3418,-11.27666667,75,LELED                    
3419,33.46138889,10.815,LEMSA                    
3420,32,-14.80111111,LEPRU                    
3421,34,17.46972222,LETNO                    
3422,0.7222222222,25.77583333,LEVKO                    
3423,32.51333333,14,LIBDA                    
3424,-19.77638889,53.73527778,LIBLI                    
3425,-5.173333333,14.36527778,LIDGU                    
3426,9.912222222,-13.35916667,LIDUR                    
3427,18.20305556,-15.75055556,LIDUV                    
3428,21.04666667,20.95888889,LIGAT                    
3429,9.728611111,-7.450277778,LIGOR                    
3430,35.83333333,-2,LIGUM                    
3431,-5.123333333,11.70277778,LIKAD                    
3432,-7.316666667,28.81333333,LIKAL                    
3433,-3.836111111,9.693055556,LIKAN                    
3434,-3.868333333,15.40694444,LIKEL                    
3435,11.97083333,-1.339722222,LIKEM                    
3436,5.560555556,-5.768333333,LIKET                    
3437,-19.00361111,47.09416667,LIKID                    
3438,2.058055556,9.976388889,LIKUL                    
3439,18.10944444,-16.22055556,LILEP                    
3440,34.28027778,10.90166667,LILNA                    
3441,25,-17.62555556,LIMAL                    
3442,12.50138889,-1.412777778,LIMAM                    
3443,16.74861111,-17.33527778,LIMAX                    
3444,12.28333333,-17.36666667,LIMEL                    
3445,13.58722222,8.867222222,LIMOD                    
3446,1.661666667,20.58833333,LIMOG                    
3447,37.07111111,3.899444444,LIMON                    
3448,6.436666667,17.09166667,LINAD                    
3449,18.35277778,-16.17472222,LINAR                    
3450,28.66194444,-13.3575,LINDE                    
3451,18.15138889,-24.75666667,LININ                    
3452,-5.416111111,20.40972222,LINUD                    
3453,-0.8627777778,22.59666667,LINUT                    
3454,30.82888889,-7.370833333,LINVA                    
3455,-4.603333333,15.54166667,LIPAD                    
3456,14.895,5.470555556,LIPAN                    
3457,14.51027778,-11.21805556,LIPEN                    
3458,-0.7047222222,13.11111111,LIPER                    
3459,13.93305556,-0.01388888889,LIPET                    
3460,3.841666667,9.858055556,LIPEV                    
3461,9.314722222,-14.69361111,LIPOG                    
3462,9.225,0.01166666667,LIPUS                    
3463,-10.85277778,13.33138889,LIRAM                    
3464,28.23027778,-13.87083333,LIRBU                    
3465,4.437222222,4.549166667,LIREX                    
3466,34.24305556,11.18305556,LIRMI                    
3467,6.345,-22.975,LIROL                    
3468,-0.2433333333,7.893333333,LIROT                    
3469,0.755,18.73333333,LISAT                    
3470,5.385277778,10.57166667,LISEK                    
3471,-2.981111111,15.35833333,LISIT                    
3472,9.3225,13.15944444,LISOM                    
3473,5.069166667,-0.9847222222,LISOR                    
3474,31.23333333,-8.484166667,LISRA                    
3475,-1.588333333,27.92166667,LISUK                    
3476,11,3.483611111,LITAK                    
3477,-0.8138888889,12.89444444,LITAT                    
3478,5.642222222,-4.085833333,LITED                    
3479,6.636944444,-0.1055555556,LITEX                    
3480,15.31111111,-6.698055556,LITIL                    
3481,10.74861111,-4.320833333,LITOB                    
3482,-20.86916667,55.46972222,LIVTO                    
3483,-26.92444444,15.19055556,LIZPO                    
3484,32.6575,-7.503333333,LOBMI                    
3485,36.15277778,10.13972222,LOBNA                    
3486,28.75277778,-13.67083333,LOBSO                    
3487,28.76888889,-13.37722222,LOBUF                    
3488,21.85,-16.66666667,LOLOS                    
3489,27.72027778,-15.69083333,LOMAS                    
3490,-20.62194444,55.89055556,LOMRU                    
3491,30.6,32.26833333,LONIR                    
3492,-23.3,17.6,LONOD                    
3493,-13.63333333,35.025,LONON                    
3494,23.31666667,31.925,LOPID                    
3495,-23.82916667,50,LOPIN                    
3496,10.10166667,24.06055556,LOPON                    
3497,25.94694444,34.45388889,LORAS                    
3498,9.5975,29.91333333,LOROG                    
3499,28.21583333,-14.65166667,LORPO                    
3500,27.91138889,15.08944444,LOSAD                    
3501,10.80833333,15.16638889,LOSGO                    
3502,-3.133055556,36.12194444,LOSIN                    
3503,-3.265,23.52333333,LOSMI                    
3504,31.68333333,25.13333333,LOSUL                    
3505,0.9969444444,36.53416667,LOTAS                    
3506,-4.175,45.65305556,LOTER                    
3507,-19.34916667,25.92194444,LOTIS                    
3508,-11.87833333,43.51611111,LOTNA                    
3509,32.10694444,13.795,LOTOU                    
3510,6.8875,-1.555555556,LOTSA                    
3511,32.84583333,2.844444444,LOUHA                    
3512,10.02972222,24.97444444,LOVAB                    
3513,-1.704444444,12.10472222,LOVKI                    
3514,4,-1.085,LOVLI                    
3515,6.439166667,7.364166667,LOVNO                    
3516,9.447777778,-5.734722222,LOVSO                    
3517,9.816944444,58.88388889,LOXIN                    
3518,10.55,43.6,LUBAR                    
3519,5.556944444,5.6275,LUBLU                    
3520,28.70027778,31.21833333,LUBOS                    
3521,-8.0325,17.60138889,LUBRA                    
3522,0.8858333333,10.49944444,LUDNA                    
