id,lat,long,misc
5422,-3.975,35.20138889,UTOVU                    
5423,-2.508333333,41.04194444,UTOXI                    
5424,-31.60583333,29.51638889,UTOXO                    
5425,-19.67972222,24.61861111,UTRAN                    
5426,-24.97222222,31.255,UTREX                    
5427,-23.16805556,20.00388889,UTRIS                    
5428,-22.01083333,16.73194444,UTROL                    
5429,-19.08583333,26.92555556,UTROV                    
5430,0.2444444444,31.91305556,UTRUG                    
5431,-25.67555556,27.8325,UTRUK                    
5432,-8.825555556,11.22722222,UTSAG                    
5433,-23.77111111,17.68333333,UTSAL                    
5434,-14.56805556,33.46388889,UTSAM                    
5435,-30.93444444,25.96861111,UTSEM                    
5436,-24.19083333,23.88666667,UTSET                    
5437,-26.53166667,30.14361111,UTSEV                    
5438,-14.64833333,34.46222222,UTSOP                    
5439,6.226666667,40.03833333,UTSOR                    
5440,-3.056388889,39.96472222,UTUGO                    
5441,-22.16666667,29.45833333,UTULI                    
5442,-23.24583333,17.59694444,UTULO                    
5443,-30.53861111,17.46166667,UTUMI                    
5444,2.827777778,51.69055556,UTUMI                    
5445,-24.49027778,29.68,UTUPU                    
5446,-31.40555556,28.3075,UTURA                    
5447,-23.85194444,26.35694444,UTUTA                    
5448,-23.51666667,25.70916667,UTVAT                    
5449,-0.04333333333,37.05305556,UTVER                    
5450,-21.00611111,25.21777778,UTVEX                    
5451,13.84666667,38.76,UTVEX                    
5452,-23.61916667,25.29972222,UTVIN                    
5453,13.2025,38.5175,UTVIX                    
5454,-24.90888889,32.71305556,UTVUG                    
5455,-25.66222222,15.53444444,UTVUM                    
5456,-13.91805556,34.85833333,UVAGI                    
5457,-7.566111111,17.31861111,UVAGO                    
5458,-25.83166667,32.785,UVAMA                    
5459,-22.22333333,35.11833333,UVAMI                    
5460,-10.77444444,13.81361111,UVAMO                    
5461,0.3580555556,35.48805556,UVANA                    
5462,-25.44,32.76166667,UVAPU                    
5463,-23.13722222,15.51972222,UVARA                    
5464,10.64666667,38.10833333,UVARO                    
5465,-15.20027778,34.15388889,UVBAL                    
5466,1.1225,32.235,UVBAX                    
5467,-29.67388889,31.84555556,UVBOB                    
5468,-3.951666667,36.29861111,UVBOX                    
5469,-30.53555556,17.08,UVBUD                    
5470,-14.2175,35.49,UVBUS                    
5471,-25.44138889,31.67111111,UVBUV                    
5472,-15.65111111,34.565,UVDAR                    
5473,6.438888889,39.84805556,UVDEB                    
5474,-33.56638889,20.34277778,UVDEX                    
5475,-2.078611111,34.25166667,UVDIX                    
5476,-16.33472222,22.07555556,UVDOM                    
5477,-7,49.16138889,UVDOX                    
5478,-11.67277778,51.66333333,UVDUK                    
5479,-25.42666667,32.505,UVDUS                    
5480,-18.415,25.14666667,UVELA                    
5481,-18.60583333,54.39944444,UVENA                    
5482,-25.67833333,33.05833333,UVERO                    
5483,-7,48.65972222,UVESO                    
5484,-16.46305556,46.5725,UVGAD                    
5485,-25.59333333,33.00166667,UVGAN                    
5486,-25.48833333,32.875,UVGAR                    
5487,-16.00611111,34.97944444,UVGAS                    
5488,-32.89861111,26.37805556,UVGED                    
5489,-22.57361111,16.95666667,UVGEN                    
5490,-15.00583333,49.76861111,UVGET                    
5491,-29.16194444,15,UVGOD                    
5492,-34.21638889,22.37972222,UVGUK                    
5493,-27.99111111,27.83722222,UVIDI                    
5494,-33.45944444,17.57361111,UVIKU                    
5495,-27.99444444,17.87,UVILA                    
5496,-25.12777778,33.65861111,UVISO                    
5497,-25.92833333,31.75305556,UVITI                    
5498,-9.3125,34.95944444,UVKAT                    
5499,-22.89277778,15.16972222,UVKIK                    
5500,-32.68861111,26.81638889,UVKIX                    
5501,-1.736944444,32.34777778,UVKOD                    
5502,-23.00055556,26.2675,UVLAS                    
5503,-2.374166667,32.31888889,UVLED                    
5504,-19.28916667,22.04222222,UVLEN                    
5505,-32.37583333,24.65861111,UVLES                    
5506,-21.17,37.23166667,UVLON                    
5507,-24.19944444,24.715,UVLUK                    
5508,-5.095833333,32.17638889,UVMAN                    
5509,13.11027778,38.17527778,UVMED                    
5510,-6.789722222,39.95583333,UVMEX                    
5511,-3.581111111,32.25527778,UVMID                    
5512,13.58138889,38.79388889,UVMIR                    
5513,35.42861111,-4.072222222,UVMOL                    
5514,-7.4325,30.00194444,UVORA                    
5515,-14.64861111,33.75027778,UVOTI                    
5516,-1.346666667,34.81944444,UVOTO                    
5517,-1.773611111,37.64194444,UVOVA                    
5518,0.4022222222,25.05777778,UVSAN                    
5519,0.0005555555556,25.48194444,UVTAP                    
5520,-11.28972222,27.12305556,UVTOG                    
5521,-25.77833333,33.095,UVTOL                    
5522,-16.57333333,38.88166667,UVUKI                    
5523,-4.702222222,39.50083333,UVUKO                    
5524,-5.660833333,35.84694444,UVUMI                    
5525,-8,11.83138889,UVUNI                    
5526,-1.1575,28.28583333,UXOBU                    
5527,-11.23361111,42.97833333,VABIT                    
5528,32.86916667,-7.504444444,VABNA                    
5529,-29.34277778,31.3525,VABOG                    
5530,31.37888889,-8.486944444,VABOL                    
5531,9.9625,1.174722222,VABOR                    
5532,34.90305556,-2.6,VABSI                    
5533,6.858888889,7.084166667,VADAG                    
5534,5.650555556,-3.793888889,VADAK                    
5535,35.74,-6.3,VAGNO                    
5536,0.5241666667,12.68027778,VAKED                    
5537,32.08055556,-7.499166667,VALBA                    
5538,31.83333333,-3.75,VANOP                    
5539,28.70777778,-17.61027778,VANUR                    
5540,38.16194444,8.498611111,VAPIK                    
5541,34.02555556,-6.348333333,VARAS                    
5542,30.50944444,-13.57277778,VASTO                    
5543,-25.56277778,27.89305556,VASUR                    
5544,30,12.71027778,VASUT                    
5545,27.88666667,21.93388889,VATAX                    
5546,-21.02166667,35.105,VATEM                    
5547,15.56611111,32.55333333,VATEN                    
5548,-18.99666667,54.78805556,VAVAL                    
5549,-29.18333333,31.27555556,VAVAN                    
5550,26.65833333,15.60722222,VAVOG                    
5551,36.28472222,10.5,VAXAL                    
5552,33.89138889,-5.265555556,VAXAM                    
5553,-15.38194444,34.7425,VCL 20                   
5554,-15.2,33.88333333,VCL66                    
5555,30.50583333,-12.37333333,VEDOD                    
5556,-22.47722222,17.47055556,VEDRY                    
5557,24.26861111,32.64861111,VEDUP                    
5558,-11.54888889,27.02305556,VEGAP                    
5559,-20.57805556,55.47194444,VEKAS                    
5560,-14.5,51.42638889,VEMAR                    
5561,-6.540833333,29.0325,VEXOD                    
5562,11.21805556,39.20722222,VEXOD                    
5563,3.625,9.129444444,VISCO                    
5564,8.666666667,14.05305556,VISNA                    
5565,17.69194444,-15.83444444,VISPA                    
5566,9.573888889,-5.418611111,VISTI                    
5567,4.346388889,8.566666667,VITLI                    
5568,4.558055556,2.885555556,VIVGO                    
5569,6.286944444,6.413333333,VIVKA                    
5570,-21.94694444,35.27888889,VL700                    
5571,-21.91305556,35.36083333,VL701                    
5572,-14.67666667,28.26833333,VLS40                    
5573,-16.16666667,28.415,VLS50                    
5574,-14.00166667,28.115,VLS81                    
5575,12.77,8.550555556,VOGPO                    
5576,-10.92944444,44.32777778,VOHID                    
5577,11.11,-4.536944444,VOKLA                    
5578,14.40138889,-2.451388889,VOLBU                    
5579,3.513333333,19.00666667,VOLDA                    
5580,1.906666667,27.87166667,VOLGA                    
5581,7.211666667,20.84305556,VOLKO                    
5582,1.56,6.09,VOLMA                    
5583,10.63166667,-8,VOLNA                    
5584,12.16666667,2.416666667,VOLTI                    
5585,4.456388889,-1.598888889,VOLVU                    
5586,8.318333333,4.366666667,VOMAX                    
5587,14.58888889,-5.561111111,VOMEL                    
5588,4.516666667,19.63333333,VOMEN                    
5589,0.6455555556,25.10361111,VOMLI                    
5590,4,-9.985555556,VONAS                    
5591,32.76027778,-8.412777778,VONCI                    
5592,7.997222222,6.633055556,VONSO                    
5593,-1.812222222,15.44555556,VONTI                    
5594,14.46722222,-22.19277778,VONTO                    
5595,8.390277778,6.459166667,VONUK                    
5596,8.283333333,9.03,VONVI                    
5597,9.055,-0.8758333333,VOPEN                    
5598,4.785277778,-1.933888889,VOPIT                    
5599,3.856666667,17.29527778,VOPLA                    
5600,-3.150277778,24.34861111,VOPOR                    
5601,14.85805556,5.064722222,VOPSI                    
5602,13.60638889,7.313055556,VOPUL                    
5603,0.9883333333,18.72,VORAG                    
5604,-4.537777778,13.57722222,VORAX                    
5605,13.91138889,14.10138889,VORDA                    
5606,7.000833333,3.596944444,VORDI                    
5607,-1.063333333,8.154722222,VORET                    
5608,0.3877777778,9.597777778,VORIS                    
5609,4,-4.872777778,VORUT                    
5610,-4.858055556,17.865,VORVI                    
5611,-2.464722222,13.04722222,VOSAL                    
5612,1.924166667,-4.143888889,VOSGA                    
5613,10.15527778,15.58444444,VOSLI                    
5614,20.72666667,-5.476666667,VOSNU                    
5615,8.5,2.341666667,VOSSA                    
5616,14.76333333,-14.62916667,VOTAB                    
5617,-9.673333333,15.09055556,VOTAL                    
5618,4.335555556,7.000555556,VOTNA                    
5619,17.51,-24.03472222,VOTOL                    
5620,4.304166667,17.15722222,VOTUR                    
5621,9.4875,18.73361111,VOVIK                    
5622,6.793055556,3.747777778,VOXOX                    
5623,12.83694444,7.781111111,VOXUR                    
5624,-10.83861111,27.48638889,VUBAX                    
5625,33,23.35472222,VUSOR                    
5626,25.44666667,30.46722222,VUTAB                    
5627,-31.05666667,22.80833333,S31 03 4 E022 48 5       
5628,-30.86833333,22.54166667,S30 52 1 E022 32 5       
5629,28.16666667,12.8,WANIN                    
5630,12.26305556,38.08805556,WERTA                    
5631,32.74333333,20.55,WHALE                    
5632,-17.93388889,19.51083333,WILLI                    
5633,31.7825,14.00944444,BENI WALID               
5634,1.32,4.703333333,X400                     
5635,-20.585,22.04666667,X404                     
5636,7.763333333,38.13166667,X ING AWY UA408          
5637,8.41,37.78833333,X ING AWY UB535          
5638,3.281666667,4.243333333,X600                     
5639,-11.50333333,6.993333333,X611                     
5640,-14.275,48.76666667,X661A                    
5641,-13.92,48.28666667,X661B                    
